case_id,customer_text,gold_intent,predicted_intent,intent_correct,should_escalate,escalation_reason,reply,historical_customer,historical_reply,similarity,response_type,evidence_selected,internal_leakage,artifact_leakage
VZ-145,@117830 I just put in a call to FIOS to switch from DIRECTV as my internet and TV service provider because your advertising on @254033 who blatantly now is defending a child perpetrator is unacceptable to me #RoyMooreChildMolester,I12,I04,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@117830 I just put in a call to FIOS to switch from DIRECTV as my internet and TV service provider because your advertising on @254033 who blatantly now is defending a child perpetrator is unacceptable to me #RoyMooreChildMolester,@693234 We would be happy to have you! https://t.co/5XKMT3lOuU ^ACM,1.0,unknown,True,True,False
VZ-146,"@VerizonSupport All devices. Dropped streams, slow speeds, reset and restarted devices work fine and then lag, start dropping.",I02,I02,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Have you reset the battery back up unit?,"@VerizonSupport All devices. Dropped streams, slow speeds, reset and restarted devices work fine and then lag, start dropping.","@719244 Have you reset the battery back up unit?
^NHP",0.9999999999999998,clarification,True,False,False
VZ-147,"@VerizonSupport Haven't checked the ONT, but if the 800# has a recording about an outage I don't think it's me. ;) Just curious if its a planned maintenance",I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-148,@767941 @115725 Good job Verizon. High service charges is not supposed to equal unreliable service.,I07,I07,True,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",@767941 @115725 Good job Verizon. High service charges is not supposed to equal unreliable service.,"@767940 We want your service to be reliable, Joe.  Are we discussing your cellular or residential service today? ^BCW",1.0,clarification,True,False,False
VZ-149,"Every time I have to reach out to @VerizonSupport, I get a problem quickly and professionally resolved via live chat. Couldn't be happier.",I06,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-150,Being switched from Verizon to xfinity is like in TF2 when you're winning and then suddenly you're automatically assigned to the losing team,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-151,"@VerizonSupport 45min wait for customer service...on the phone? See ya, will be canceling tomorrow. #wedontcare",I11,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Is this for your Verizon residential or Verizon wireless mobile?,"@VerizonSupport 45min wait for customer service...on the phone?  See ya, will be canceling tomorrow. #wedontcare","@759637 Is this for your Verizon residential or Verizon wireless mobile?
^ADP",1.0000000000000002,clarification,True,False,False
VZ-152,Shout out @115722 for having the shittiest customer service out there 👌,I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,Shout out @115722 for having the shittiest customer service out there 👌,@536366 Now I understand that you might be upset but we have always helped you here. What's going on? ^RMD,1.0,clarification,True,False,False
VZ-153,@115725 @335871 Thank you for being transparent with the facts Verizon. I appreciate you!,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-154,What's good with the @115725 data outage this morning in South Florida,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-155,@115722 is there an outage in New Rochelle NY? Can't run my business without it. Need my internet and phone,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-156,@321754 @6592 @10309 some of my center ice channels are blacked out &amp; they don't know why. i had the nash feed of preds-stars. dallas feed was blacked out.,I04,I07,False,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",@321754 @6592 @10309 some of my center ice channels are blacked out &amp; they don't know why. i had the nash feed of preds-stars. dallas feed was blacked out.,@304811 Blackouts are determined by the league and implemented by the network. We have no control over them. ^KMG,1.0,unknown,True,False,False
VZ-157,@VerizonSupport Peruse ticket #nyeg0m1ucf. @115725 will be receiving formal complaint.,I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,,,0.0,,False,False,False
VZ-158,@VerizonSupport We scheduled call because we were told it was the only way to change our service.,I08,I08,True,True,Installation or technician scheduling requires account-specific action.,"Thanks for reaching out. Installation and technician scheduling require account-specific assistance, so a support agent should review the details with you.",@VerizonSupport We scheduled call because we were told it was the only way to change our service.,"@468171 Please DM us the details and we will look into it for you.
^TNT",1.0,escalation,True,False,False
VZ-159,@115722 @VerizonSupport is there an outage in the 19446 area?,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-160,@115722 Please call me at 631-560-1546,I05,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-161,@115722 im canceling this week. Internet=crap. Router restarts when it wants too. Router is a replacement i got from you months ago.,I02,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@115722 im canceling this week. Internet=crap.  Router restarts when it wants too.  Router is a replacement i got from you months ago.,"@202247 Let us look into it for you. Please DM us the details.
^TNT",0.9999999999999998,escalation,True,True,False
VZ-162,Thank you @115722 for waking me up at 8am on Sunday saying you will be here in 30 mins it’s now 11am still no technician😒,I08,I08,True,True,Installation or technician scheduling requires account-specific action.,"Thanks for reaching out. Installation and technician scheduling require account-specific assistance, so a support agent should review the details with you.",Thank you @115722 for waking me up at 8am on Sunday saying you will be here in 30 mins it’s now 11am still no technician😒,"@200807 Oh no!  If you can follow and DM us, we can take a look at where that technician might be. ^BCW",1.0,escalation,True,False,False
VZ-163,@115725 has the worst customer service ever.,I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,Worst customer service ever- @115725,@765352 What's going on?  Can you elaborate on your issue?  ^CAR,1.0,clarification,True,False,False
VZ-164,@VerizonSupport I believe so the tax amount is higher than the rate!,I07,I07,True,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",,,0.0,,False,False,False
VZ-165,"@VerizonSupport when switching channels, I sometimes get a ""popping"" noise through the TV.",I04,I04,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,That's odd! Does this occur often Zack?,"@VerizonSupport when switching channels, I sometimes get a ""popping"" noise through the TV.",@138189 That's odd! Does this occur often Zack? ^DDG,1.0,clarification,True,False,False
VZ-166,@VerizonSupport I only have 1 TV,I04,I04,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Oh no, what is making you feel this way? Let us know, we are here to help.",@115722 TV is a deceptive criminal enterprise. #ripoff,"@162433 Oh no, what is making you feel this way? Let us know, we are here to help. ^JRA",1.0,clarification,True,False,False
VZ-167,@VerizonSupport New week same result. Full refund please. https://t.co/5H79r7LtTT,I07,I07,True,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.",@VerizonSupport New week same result. Full refund please. https://t.co/5H79r7LtTT,"@260751 Plase follow and DM us for assistance. 
^TDC",1.0,escalation,True,False,False
VZ-168,"@411070 @115725 Mine’s out too, tried rebooting the router but no dice.",I01,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Uh Oh! Is the internet light currently lit on your router?,"@411070 @115725 Mine’s out too, tried rebooting the router but no dice.","@412067 Uh Oh! Is the internet light currently lit on your router?
^HSB",1.0,clarification,True,False,False
VZ-169,@115725 the internet at my house is still NOT WORKING. It’s been four months. It is pretty hard to do your homework without WiFi. FIX IT,I01,I03,False,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=0.291).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-170,@VerizonSupport Is there currently as issue with verifying fios accounts online for sites like hbogo and showtime?,I06,I04,False,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-171,@VerizonSupport Sure! This is using the Verizon router. Same location. https://t.co/TEgHmEuybA,I03,I03,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,Are any devices connected other than the one you are testing on?,@VerizonSupport Sure! This is using the Verizon router. Same location. https://t.co/TEgHmEuybA,@813179 Are any devices connected other than the one you are testing on? ^KMG,1.0000000000000002,clarification,True,False,False
VZ-172,@VerizonSupport I'm not using a Verizon router. Also that shouldn't be necessary as this has happened before and usually all you have to do is reset my network from your end.,I02,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,You can reset the system. Do you know where the Battery Backup unit is located?,@VerizonSupport I'm not using a Verizon router. Also that shouldn't be necessary as this has happened before and usually all you have to do is reset my network from your end.,"@771620 You can reset the system. Do you know where the Battery Backup unit is located? 
^FEM",1.0000000000000002,clarification,True,False,False
VZ-173,@115722 my download speed is 2mb/s can I get faster internet please,I02,I02,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Oh no, is that over a wired or wireless connection?",@115722 my download speed is 2mb/s can I get faster internet please,"@645744 Oh no, is that over a wired or wireless connection? ^JRA",1.0,clarification,True,False,False
VZ-174,@VerizonSupport I did that and it did not work. It still shows as connected on laptop and devices but nothing is loading,I01,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-175,@VerizonSupport No. I cancelled my service that is where all the trouble started,I11,I11,True,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,,,0.0,,False,False,False
VZ-176,"@VerizonSupport Why would any of those two problems cause key presses to be delayed? I don't push the button again, it only registers after significant time.",I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-177,@VerizonSupport Yes online chat. “no outage” - but all techs are busy until Wed? My job depends on online access - I need a company who understands that!,I08,I01,False,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-178,@VerizonSupport Both. Seems like the modem is constantly connecting and reconnecting,I03,I03,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Understood, it sounds like it may be over utilization. How many devices are connected wired and wirelessly to the modem?",@VerizonSupport Both. Seems like the modem is constantly connecting and reconnecting,"@808224 Understood, it sounds like it may be over utilization. How many devices are connected wired and wirelessly to the modem? ^JRA",1.0000000000000002,clarification,True,False,False
VZ-179,@VerizonSupport Cell. There was a fraud purchase on my account that should have been removed over a month ago.,I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.",@VerizonSupport Cell. There was a fraud purchase on my account that should have been removed over a month ago.,@282654 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD,1.0,account_action,True,False,False
VZ-180,@VerizonSupport Yes,I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-181,@VerizonSupport Unfortunately it's still down. We had heavy winds here in central NJ yesterday. Are there any know outages in Monmouth County?,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-182,@comcastcares no internet reset router 3 times going 2bed get it fixed never had 1 issue with Verizon 2 months in nothing but headaches,I12,I01,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Thanks for reaching out. We found a related historical case, but it does not provide enough actionable information to safely recommend a fix. A support agent should review this.",@comcastcares no internet reset router 3 times going 2bed get it fixed never had 1 issue with Verizon 2 months in nothing but headaches,"@227338 We have a place for you here in the Verizon family. 
^BAB",1.0,unknown,True,True,False
VZ-183,"So @Ask_Spectrum, are you trying to drive away all your customers? I'm done with your games and 'systemic schemes to defraud.' Hello, Fios! https://t.co/QDkCVmFyDL",I12,I10,False,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.","So @Ask_Spectrum, are you trying to drive away all your customers? I'm done with your games and 'systemic schemes to defraud.'  Hello, Fios! https://t.co/QDkCVmFyDL","@490745 We are happy to have you once engineering finishes! 
^ACM",1.0000000000000002,unknown,True,False,False
VZ-184,@VerizonSupport Strange tht a tech needs to come to property to troubleshoot an upload issue. ONT can't be accessed &amp; reviewed remotely? https://t.co/xUBOsp5Geu,I08,I03,False,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,What did the agent on the phone advise you?,"@VerizonSupport Per Richmond, VA Police if Verizon or contractors come on my property, I call them and they will be arrested.","@475058 What did the agent on the phone advise you?
^NHP",0.5353866638979068,clarification,True,False,False
VZ-185,@115722 you guys are really the worst! You call center representatives do unauthorized transactions and refused to put it back!,I10,I10,True,True,Account fraud or unauthorized activity requires human review.,"Thanks for flagging this. Because this involves potential unauthorized activity, a human support agent should review the account securely.",@115722 you guys are really the worst! You call center representatives do unauthorized transactions and refused to put it back!,"@355953 We want to help make this right, Nadine.  Can you please follow and DM us. ^BCW",0.9999999999999998,escalation,True,False,False
VZ-186,"Dropping @115955 / #TimeWarner today for @115722 - already 10x better customer service and a cheaper monthly payment! $5 to speak to a manager?! Come on, #Spectrum.. https://t.co/TuAVc1sIHf",I12,I07,False,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.","Dropping @115955 / #TimeWarner today for @115722 - already 10x better customer service and a cheaper monthly payment! $5 to speak to a manager?! Come on, #Spectrum.. https://t.co/TuAVc1sIHf",@244491 Welcome to the Fios Family! Let us know if you need anything. ^KMG,1.0000000000000002,unknown,True,False,False
VZ-187,Very disappointed that Univision isn’t available on @115722 I missed the latin awards #pissed #imnothappy,I04,I04,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-188,"@115722 is finally coming to the neighborhood. Peace out @115900 your terrible, overpriced service won't be missed",I12,I07,False,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.","@115722 is finally coming to the neighborhood. Peace out @115900 your terrible, overpriced service won't be missed","@538216 We're just as excited. We have many different bundles fit for your liking. Use this link to check them out. ^DDG
https://t.co/TH2xoNLkEK",1.0,troubleshooting,True,False,False
VZ-189,"@VerizonSupport I am currently on my university campus, but this has happened to me multiple times on my home network in the past.",I06,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-190,@115725 @VerizonSupport my elderly parents don’t have cell phones and landline out again. Impossible to find a number to report the issue,I09,I09,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-191,@115722 massively dissatisfied with your Customer Service. Called to see what time technician would arrive for 'guaranteed appointment',I08,I08,True,True,Installation or technician scheduling requires account-specific action.,"Thanks for reaching out. Installation and technician scheduling require account-specific assistance, so a support agent should review the details with you.",@115722 massively dissatisfied with your Customer Service. Called to see what time technician would arrive for 'guaranteed appointment',@167714 We don't want to disappoint you. Was this for an installation? ^DDD,0.9999999999999998,clarification,True,False,False
VZ-192,"@VerizonSupport It's not, only the LAN light is on",I03,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-193,@116136 buffering buffering buffering buffering buffering buffering buffering trying to watch @116602 and all I get is buffering buffering buffering buffering buffering buffering buffering buffering. Hey @115725 you looking for a new customer? Any promos? #myinternetsucks,I02,I02,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,"Hi Mike, Use this link to check out Fios TV plans and channels",@116136 buffering buffering buffering buffering buffering buffering buffering trying to watch @116602 and all I get is buffering buffering buffering buffering buffering buffering buffering buffering. Hey @115725 you looking for a new customer? Any promos? #myinternetsucks,"@747214 Hi Mike, Use this link to check out Fios TV plans and channels  https://t.co/1eR2Ff4SXm  ^FEM",0.9999999999999998,troubleshooting,True,False,False
VZ-194,@115722 They will be when I get a hold of a manager,I12,I11,False,True,Customer complaint requires human support intervention.,We're sorry for the frustration. This needs to be reviewed by a human support agent so they can look into the issue and assist you directly.,,,0.0,,False,False,False
VZ-195,Can’t wait to go home. This @115725 Fios is horrible! Going home to my @116136 with all channels,I04,I04,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,We can help right here. What seems to be going on with your services?,Can’t wait to go home. This @115725 Fios is horrible! Going home to my @116136 with all channels,@495308 We can help right here.  What seems to be going on with your services? ^BCW,0.9999999999999998,clarification,True,False,False
VZ-196,"@VerizonSupport Im very disappointed by the lack of communication and customer service that I’ve received. After paying off my phone, instead of getting the upgrade I was promised, I was denied because my family plan reached a“credit limit”that was never previously discussed.",I05,I07,False,True,Billing or payment issues may require account-specific verification.,"Thanks for reaching out. Billing and payment issues may require account-specific verification, so a support agent should review the account details with you.","@VerizonSupport Im very disappointed by the lack of communication and customer service that I’ve received. After paying off my phone, instead of getting the upgrade I was promised, I was denied because my family plan reached a“credit limit”that was never previously discussed.","@776505 Let me partner you with our Verizon Wireless team @115990.  
^CAR",1.0,unknown,True,False,False
VZ-197,When you get @115722 set up and the same day it stops working... #verizonoutage or just shitty service?,I01,I01,True,True,Retrieved evidence did not contain a sufficiently actionable and safe historical resolution (best similarity=1.000).,Thanks for reaching out. A support agent should review the details and help determine the appropriate next step.,,,0.0,,False,False,False
VZ-198,"@115725 For the last 24hrs I haven't been able to sign into my acct. on line, are you having any problems?",I06,I06,True,False,Historical troubleshooting/action evidence was sufficiently similar and suitable for grounding.,We're here for you! Is this for a Fios or Wireless (mobile) account?,"@115725 For the last 24hrs I haven't been able to sign into my acct. on line, are you having any problems?",@347500 We're here for you! Is this for a Fios or Wireless (mobile) account? ^DDD,1.0,clarification,True,False,False
VZ-199,"@VerizonSupport Yes, they didn't help me.",I12,I12,True,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
VZ-200,"@VerizonSupport As it was Verizon’s error, I was simply trying to confirm that there’s nothing reported to the credit bureaus.",I07,I12,False,True,"Intent is unclear, so the agent should not guess.",Thanks for reaching out. We need a little more information to understand the issue before we can provide the right next step.,,,0.0,,False,False,False
