tweet_id,created_at,text,clean_text,cluster
116999,Thu Nov 23 21:46:48 +0000 2017,"@VerizonSupport @142065 I'm a customer.  You will not bring fiber here anytime soon.  And I'm outside of Boston, very tech heavy.","i'm a customer. you will not bring fiber here anytime soon. and i'm outside of boston, very tech heavy.",10
114785,Thu Nov 23 21:49:27 +0000 2017,@VerizonSupport i have also tried the wifi analyzer as well...,i have also tried the wifi analyzer as well...,10
116992,Thu Nov 23 21:50:36 +0000 2017,hey @115725 you’re supposed to have the best service nation wide so explain why my tv has been doing this for 15 minutes https://t.co/hSKbHqEjdq,hey you’re supposed to have the best service nation wide so explain why my tv has been doing this for 15 minutes,10
116994,Thu Nov 23 22:00:44 +0000 2017,"@115722 looks like there is an outage in the Upper Marlboro, Md area—-inconvenient to say the least...🙄","looks like there is an outage in the upper marlboro, md area—-inconvenient to say the least...🙄",11
116989,Thu Nov 23 22:01:21 +0000 2017,@VerizonSupport it is bravo and all hd channels,it is bravo and all hd channels,10
116980,Thu Nov 23 22:09:03 +0000 2017,@VerizonSupport thanks for the great service. https://t.co/hXXwmt1vlO,thanks for the great service.,10
114789,Thu Nov 23 22:16:22 +0000 2017,"@VerizonSupport YO, you cant look at my account info and see wtf is going on with my account. DAMN!","yo, you cant look at my account info and see wtf is going on with my account. damn!",10
124526,Thu Nov 23 22:16:33 +0000 2017,@115990 Verizon wireless home phone device doesn't seem to work. Not able to receive calls. Phone doesn't ring. Calls go to voicemail.,verizon wireless home phone device doesn't seem to work. not able to receive calls. phone doesn't ring. calls go to voicemail.,7
116978,Thu Nov 23 22:21:33 +0000 2017,@VerizonSupport Now announcing outage in my area. My I.pagination or are these becoming more frequent??,now announcing outage in my area. my i.pagination or are these becoming more frequent??,11
119772,Thu Nov 23 22:23:26 +0000 2017,@VerizonSupport Any idea when FIOS TV service will be restored to the Fredericksburg VA area?,any idea when fios tv service will be restored to the fredericksburg va area?,3
116982,Thu Nov 23 22:32:01 +0000 2017,@VerizonSupport 5:48 but it seems to be fixed...for the moment.,5:48 but it seems to be fixed...for the moment.,10
119768,Thu Nov 23 22:51:51 +0000 2017,@Ask_Spectrum @115955 I am going to sign up with @115722 unless I get a formal apology from Spectrum for causing so much pain during Thanksgiving.,i am going to sign up with unless i get a formal apology from spectrum for causing so much pain during thanksgiving.,10
121331,Thu Nov 23 23:20:17 +0000 2017,"so we went from calling Verizon 2 nights ago about internet
service call made
last night tv froze called about... https://t.co/iTgZMIgtlg",so we went from calling verizon 2 nights ago about internet service call made last night tv froze called about...,0
121323,Thu Nov 23 23:34:13 +0000 2017,"@VerizonSupport Sorry. Still getting ""no signal.""","sorry. still getting ""no signal.""",10
121305,Thu Nov 23 23:35:16 +0000 2017,"@VerizonSupport @143012 Expanding? Buffalo, NY is still waiting on FIOS, even after Verizon was gifted dark fiber to bring it to Buffalo...","expanding? buffalo, ny is still waiting on fios, even after verizon was gifted dark fiber to bring it to buffalo...",2
122492,Thu Nov 23 23:40:28 +0000 2017,@115725 How bout first bring hsi or duos to my street first.. the rest of the town has it ....,how bout first bring hsi or duos to my street first.. the rest of the town has it ....,10
94950,Thu Nov 30 02:53:47 +0000 2017,"@Ask_Spectrum Outside last night's outage I can't complain about the service. The price was great too, until I found out that it was a 1-year promotion. At signing I asked a ton of times if it was permanent, was told yes. Not happy about that. Thinking about switching #fios","outside last night's outage i can't complain about the service. the price was great too, until i found out that it was a 1-year promotion. at signing i asked a ton of times if it was permanent, was told yes. not happy about that. thinking about switching fios",10
87285,Thu Nov 30 04:53:49 +0000 2017,"@VerizonSupport I've called multiple times about certain shows not working on demand and no one fixes it, or refunds me a portion of my bill (which I think I should be since a function I pay for doesn't work)","i've called multiple times about certain shows not working on demand and no one fixes it, or refunds me a portion of my bill (which i think i should be since a function i pay for doesn't work)",10
87283,Thu Nov 30 05:08:27 +0000 2017,"@VerizonSupport I did it all, myself and with your tech support.","i did it all, myself and with your tech support.",10
87281,Thu Nov 30 05:30:44 +0000 2017,"@VerizonSupport Nothing, she said she couldn't do anything. I asked to speak to a manager and she refused, then said someone would call me back within an hour. They called me back today when I was at work and couldn't speak.","nothing, she said she couldn't do anything. i asked to speak to a manager and she refused, then said someone would call me back within an hour. they called me back today when i was at work and couldn't speak.",10
67945,Thu Nov 30 08:41:58 +0000 2017,@VerizonSupport im having issues making a payment to@my account online. It keeps saying “error” or “try again later or use another form of payment” when I just paid another bill with the same card. What’s going on? #verizontechcenter,im having issues making a payment to account online. it keeps saying “error” or “try again later or use another form of payment” when i just paid another bill with the same card. what’s going on? verizontechcenter,10
67943,Thu Nov 30 08:45:58 +0000 2017,@VerizonSupport Home bill. I use Verizon bill pay.,home bill. i use verizon bill pay.,2
67941,Thu Nov 30 08:48:57 +0000 2017,@VerizonSupport I do not use the app. I go to the actual website. https://t.co/wtMyZIx480,i do not use the app. i go to the actual website.,10
67939,Thu Nov 30 08:53:32 +0000 2017,"@VerizonSupport I fill out the info as normal. Type in the payment amount, then the payment method which is debit card. Fill out the info, then when it’s asking to submit, I hit submit and it gives me the “error, try again later or use another payment method.”","i fill out the info as normal. type in the payment amount, then the payment method which is debit card. fill out the info, then when it’s asking to submit, i hit submit and it gives me the “error, try again later or use another payment method.”",10
67937,Thu Nov 30 08:59:21 +0000 2017,"@VerizonSupport Wells Fargo. And I have used this multiple times and I’ve not experienced any issues until now. And I recently made a purchase a few minutes ago with the same card, and I had no issues. I am refraining from calling to make the payment, due to the $3 fee.","wells fargo. and i have used this multiple times and i’ve not experienced any issues until now. and i recently made a purchase a few minutes ago with the same card, and i had no issues. i am refraining from calling to make the payment, due to the $3 fee.",10
67933,Thu Nov 30 09:08:35 +0000 2017,@VerizonSupport I sent the DM to the Verizon and followed.,i sent the dm to the verizon and followed.,2
71352,Thu Nov 30 09:58:02 +0000 2017,@115722 I just sent a private message so you can see why,i just sent a private message so you can see why,6
73915,Thu Nov 30 10:38:37 +0000 2017,"@VerizonSupport Hey, you've made my internet speed so slow that your Verizon speedtest won't even work. Had to check on another site. INCREASE MY SPEED or I'll have to go elsewhere. https://t.co/TYAwi7R6bX","hey, you've made my internet speed so slow that your verizon speedtest won't even work. had to check on another site. increase my speed or i'll have to go elsewhere.",0
77961,Thu Nov 30 12:25:52 +0000 2017,@VerizonSupport Yep! Got double drafted because your CSR chat/phone reps lie. Fix your autopay system!!!!,yep! got double drafted because your csr chat/phone reps lie. fix your autopay system!!!!,7
80093,Thu Nov 30 12:33:49 +0000 2017,"@115725 I had a messy experience ordering a new phone (upgrade) on your app yesterday. Turns out your app wasn’t working, forcing me to speak to a rep who said ‘you’ll need to go to the app to complain’ 😳 Get it together! 😡","i had a messy experience ordering a new phone (upgrade) on your app yesterday. turns out your app wasn’t working, forcing me to speak to a rep who said ‘you’ll need to go to the app to complain’ 😳 get it together! 😡",7
80073,Thu Nov 30 12:34:46 +0000 2017,@115725 @VerizonSupport DAY 4 still no one at Verizon can fix our system. Worst Service ever. Lots of apologies but no action Disappointed does not even begin to describe my feeling.  And I bet I will be charged for all these day with no service!  10+ hr on phone since Sunday.,day 4 still no one at verizon can fix our system. worst service ever. lots of apologies but no action disappointed does not even begin to describe my feeling. and i bet i will be charged for all these day with no service! 10+ hr on phone since sunday.,7
80088,Thu Nov 30 12:48:24 +0000 2017,@VerizonSupport Verizon computers shut us down by mistake Sunday afternoon. Internet phone and tv.  Getting service back up has been a NOGHTMARE. As of today I have internet and still no tv.   Working with someone again this am who is telling me he hasn’t give my back my dvd services.,verizon computers shut us down by mistake sunday afternoon. internet phone and tv. getting service back up has been a noghtmare. as of today i have internet and still no tv. working with someone again this am who is telling me he hasn’t give my back my dvd services.,0
80080,Thu Nov 30 12:50:20 +0000 2017,@115722 is internet down in Forest Hills NY area?,is internet down in forest hills ny area?,0
80072,Thu Nov 30 12:54:18 +0000 2017,@115725 @VerizonSupport On the internet. He want me to email someone else. Because he can’t get my service back without charging me a set up fee. reminder. Verizon caused this.,on the internet. he want me to email someone else. because he can’t get my service back without charging me a set up fee. reminder. verizon caused this.,2
80076,Thu Nov 30 12:57:23 +0000 2017,@115722 @127012  Can one of you PLEASE come to Madison WI. @Ask_Spectrum has us all over the ropes with high priced but poory functioning internet. We need help.,can one of you please come to madison wi. has us all over the ropes with high priced but poory functioning internet. we need help.,5
80062,Thu Nov 30 12:58:45 +0000 2017,@VerizonSupport I am going to cry,i am going to cry,10
80061,Thu Nov 30 13:06:57 +0000 2017,@VerizonSupport Who do you suggest I call,who do you suggest i call,10
80065,Thu Nov 30 13:19:11 +0000 2017,@VerizonSupport I did no one is responding,i did no one is responding,10
80078,Thu Nov 30 13:26:02 +0000 2017,@VerizonSupport Thanks. My problem actually was repaired through the troubleshooter on the website.,thanks. my problem actually was repaired through the troubleshooter on the website.,10
80067,Thu Nov 30 13:29:44 +0000 2017,@VerizonSupport Great in our DM. You just gave me the same number I have called since Sunday. An automated system with a 15 minute wait!  Huge help,great in our dm. you just gave me the same number i have called since sunday. an automated system with a 15 minute wait! huge help,5
80083,Thu Nov 30 13:32:24 +0000 2017,@115990 I used my att phone internet to access Verizon website as my Verizon fios is out.,i used my att phone internet to access verizon website as my verizon fios is out.,2
83923,Thu Nov 30 13:37:05 +0000 2017,@VerizonSupport Sorry. Didn't see this. The show itself. Thanks,sorry. didn't see this. the show itself. thanks,10
87300,Thu Nov 30 14:03:12 +0000 2017,@Ask_Spectrum @115722 can either one of you offer me a better deal than 200 a month for basic cable and 300 mbs of internet? Seriously?,can either one of you offer me a better deal than 200 a month for basic cable and 300 mbs of internet? seriously?,0
87295,Thu Nov 30 14:18:56 +0000 2017,@115722 I need assistance with getting your equipment removed from my home. I’m not a FIOS customer.,i need assistance with getting your equipment removed from my home. i’m not a fios customer.,3
91969,Thu Nov 30 14:22:34 +0000 2017,@115990 I would like a phone number to request a tech come to our home to troubleshoot a possible cable/modem problem. I had requested one for a visit yesterday but I mistakenly closed a service ticket. Our desktops are randomly shutting down! PLEASE!,i would like a phone number to request a tech come to our home to troubleshoot a possible cable/modem problem. i had requested one for a visit yesterday but i mistakenly closed a service ticket. our desktops are randomly shutting down! please!,7
87293,Thu Nov 30 14:23:46 +0000 2017,@VerizonSupport 20 year corp https://t.co/S6TejV60Zd *611 w/service https://t.co/SaQNMe5MQ3 drops while on w/Verizon rep.No call back?,20 year corp *611 w/service drops while on w/verizon rep.no call back?,2
86585,Thu Nov 30 14:25:42 +0000 2017,@sprintcare Since the day I took it out of the box. Lol. I travel for work. With @115725 I had service EVERYWHERE. Ya'lls marketing is a bunch of BS.,since the day i took it out of the box. lol. i travel for work. with i had service everywhere. ya'lls marketing is a bunch of bs.,10
87273,Thu Nov 30 14:32:08 +0000 2017,"@VerizonSupport I’m not sure actually. I have an agent with me now, but we may have to start the hour over.","i’m not sure actually. i have an agent with me now, but we may have to start the hour over.",10
87270,Thu Nov 30 14:34:11 +0000 2017,"@VerizonSupport https://t.co/NQG6tsiVYV lets me log on but then kicks me off when I go to contact. would like to ""chat"" with somebody online. Help please","lets me log on but then kicks me off when i go to contact. would like to ""chat"" with somebody online. help please",5
91975,Thu Nov 30 14:44:29 +0000 2017,I love @115725 quality but customer service is #Horrible.. we have several Corp phones we are getting ready to move to someone else...,i love quality but customer service is horrible.. we have several corp phones we are getting ready to move to someone else...,8
91973,Thu Nov 30 14:46:55 +0000 2017,Hey @115725 I just had the BEST customer service experience with an awesome guy named Trey! His  positive attitude was contagious and he was so helpful! You need more customer service reps like him! (You need to give him a raise or a nice holiday bonus)#Verizon #treywasthebest,hey i just had the best customer service experience with an awesome guy named trey! his positive attitude was contagious and he was so helpful! you need more customer service reps like him! (you need to give him a raise or a nice holiday bonus)verizon treywasthebest,8
91971,Thu Nov 30 14:51:09 +0000 2017,@VerizonSupport I paid my bill on Saturday and switched banks and you tried to take the money out 4 days later when I was switching banks so it reversed. I live almost an hour from the nearest Verizon store so I can’t make a cash payment.,i paid my bill on saturday and switched banks and you tried to take the money out 4 days later when i was switching banks so it reversed. i live almost an hour from the nearest verizon store so i can’t make a cash payment.,2
91962,Thu Nov 30 15:14:43 +0000 2017,@115725 Does anyone else think that all the comments that aren't against Verizon are paid?,does anyone else think that all the comments that aren't against verizon are paid?,2
91957,Thu Nov 30 15:24:05 +0000 2017,@VerizonSupport I would like additional assistance but i am at work right now and cannot commit to a chat that must be open and active 24/7,i would like additional assistance but i am at work right now and cannot commit to a chat that must be open and active 24/7,10
87277,Thu Nov 30 15:26:03 +0000 2017,"@VerizonSupport Honestly I'd rather just have a call than all this talk on twitter. But they show up as a choice. The sound doesn't work correctly. I reported it twice. I just want it fixed, if you can't fix it I would like money taken off my next bill. The service agent on the phone was awful.","honestly i'd rather just have a call than all this talk on twitter. but they show up as a choice. the sound doesn't work correctly. i reported it twice. i just want it fixed, if you can't fix it i would like money taken off my next bill. the service agent on the phone was awful.",6
94955,Thu Nov 30 15:53:43 +0000 2017,@115725 Why can't Verizon fix my account???? SIX MONTHS-This is attempt #7 to fix!!! You can't fix my account but you can slap more money on the bill and send me shut off notices????? Action needed - yes... FROM VERIZON!!!!,why can't verizon fix my account???? six months-this is attempt 7 to fix!!! you can't fix my account but you can slap more money on the bill and send me shut off notices????? action needed - yes... from verizon!!!!,2
97921,Thu Nov 30 16:23:05 +0000 2017,@VerizonSupport how do I actually call you to talk about my home phone?,how do i actually call you to talk about my home phone?,7
97918,Thu Nov 30 16:27:28 +0000 2017,"@115722 why when I try to use On Demand, all I get is endless ads loop, it won't allow me to programs?","why when i try to use on demand, all i get is endless ads loop, it won't allow me to programs?",10
97915,Thu Nov 30 16:48:10 +0000 2017,"@VerizonSupport This happened in cambridge ma, if i don't hear back I will file a formal complaint, I shouldn't have to deal with aggressive drivers with road rage in company vehicles. Perhaps i should contact the cambridge PD.","this happened in cambridge ma, if i don't hear back i will file a formal complaint, i shouldn't have to deal with aggressive drivers with road rage in company vehicles. perhaps i should contact the cambridge pd.",10
97906,Thu Nov 30 16:49:57 +0000 2017,@5737 @115722 either of you two able to explain the lack of download speed for our new gigabit connection? https://t.co/e4IEILMJ5Y,either of you two able to explain the lack of download speed for our new gigabit connection?,9
97903,Thu Nov 30 16:52:47 +0000 2017,Once again wasting time on hold w Verizon customer service. They sent me bill electronically. I paid and got Conf number. But no record! Now getting threatening calls. “The customer is always wrong” @115725,once again wasting time on hold w verizon customer service. they sent me bill electronically. i paid and got conf number. but no record! now getting threatening calls. “the customer is always wrong”,8
97900,Thu Nov 30 16:53:19 +0000 2017,@115722 Im considering adding DVR to residential service. Can I PLAY ALL shows recorded on DVR without having to press any addtional button?,im considering adding dvr to residential service. can i play all shows recorded on dvr without having to press any addtional button?,10
97905,Thu Nov 30 16:54:14 +0000 2017,@VerizonSupport No. It’s the onhub connected to the fios fueled Ethernet cable.,no. it’s the onhub connected to the fios fueled ethernet cable.,1
101360,Thu Nov 30 16:56:41 +0000 2017,"@VerizonSupport Yes two boxes, it appears to be just this box/TV combo.","yes two boxes, it appears to be just this box/tv combo.",4
101354,Thu Nov 30 17:04:45 +0000 2017,@VerizonSupport Incompetent people. I am going to switch providers after work. Absolutely absurd and rude. I’m in actually dumbfounded at how they’re speaking to me right now. Unbelievable,incompetent people. i am going to switch providers after work. absolutely absurd and rude. i’m in actually dumbfounded at how they’re speaking to me right now. unbelievable,10
101351,Thu Nov 30 17:08:16 +0000 2017,@VerizonSupport They never completed our auto pay or paperless when we transferred off family plan. We gave this over phone to Verizon rep. I was also awarded a $45 credit for the next three months due to data issues. And one line was supposed to be disconnected end of October that wasn’t.,they never completed our auto pay or paperless when we transferred off family plan. we gave this over phone to verizon rep. i was also awarded a $45 credit for the next three months due to data issues. and one line was supposed to be disconnected end of october that wasn’t.,7
101343,Thu Nov 30 17:08:57 +0000 2017,@115722 my internet speed has been very slow lately what should I do????,my internet speed has been very slow lately what should i do????,0
101341,Thu Nov 30 17:12:39 +0000 2017,@VerizonSupport I am referring to my WiFi at home,i am referring to my wifi at home,10
101320,Thu Nov 30 17:19:52 +0000 2017,"@116136 You’re failing. I called you to give you a chance to convince me to leave @115725  I asked your salesman questions he didn’t answer. I gave him one warning about answering questions, and he proceeded to talk to me about packages. Blow it all up and start over","you’re failing. i called you to give you a chance to convince me to leave i asked your salesman questions he didn’t answer. i gave him one warning about answering questions, and he proceeded to talk to me about packages. blow it all up and start over",10
101336,Thu Nov 30 17:20:25 +0000 2017,almost 8 months since @115725 service interruption...30 repair dates ignored...still no service.  2017 Manhattan.  #verizonoutrage,almost 8 months since service interruption...30 repair dates ignored...still no service. 2017 manhattan. verizonoutrage,10
94942,Thu Nov 30 17:36:06 +0000 2017,"@VerizonSupport I have time now and am at the cart. I do not have that model number and do not need the rental of the router, is it fine if I press continue?","i have time now and am at the cart. i do not have that model number and do not need the rental of the router, is it fine if i press continue?",9
104552,Thu Nov 30 17:55:57 +0000 2017,"@115725 Haven't had a working phone since 11/14. Replacement was ""damaged"" in transit. New replacement was never ordered due to ""our mistake."" Why didn't someone unbox and hand him a phone? Unacceptable customer service.","haven't had a working phone since 11/14. replacement was ""damaged"" in transit. new replacement was never ordered due to ""our mistake."" why didn't someone unbox and hand him a phone? unacceptable customer service.",7
104549,Thu Nov 30 17:59:14 +0000 2017,@VerizonSupport trying to replace a cell phone in your White Plains store. Here One half hour already. Getting no where. Furious.,trying to replace a cell phone in your white plains store. here one half hour already. getting no where. furious.,7
104542,Thu Nov 30 18:01:25 +0000 2017,.@115725 hi why is your customer support answer to everything reset the modem? and when that doesn't work you guys offer me a new modem but really it's same model? why does your home internet service suck ass?,. hi why is your customer support answer to everything reset the modem? and when that doesn't work you guys offer me a new modem but really it's same model? why does your home internet service suck ass?,0
104545,Thu Nov 30 18:05:42 +0000 2017,"@VerizonSupport just placed a fios order, any chance of an earlier installation date? :)","just placed a fios order, any chance of an earlier installation date? :)",6
104533,Thu Nov 30 18:06:43 +0000 2017,. @115725 you guys are the most trash company preying on your customers. I promise I'm going to tell every person I know to stay away from your trash customer service,. you guys are the most trash company preying on your customers. i promise i'm going to tell every person i know to stay away from your trash customer service,8
104538,Thu Nov 30 18:08:37 +0000 2017,Paid fifteen bucks to have an @6006 for my #Pixel2XL shipped to my house by @115725 by 10:30AM the next day.  Almost two hours after that time I wonder why I didn't just go thru @115821. #DroppedTheBall #UnprotectedPixel2XL @VerizonSupport 💸💰,paid fifteen bucks to have an for my pixel2xl shipped to my house by by 10:30am the next day. almost two hours after that time i wonder why i didn't just go thru . droppedtheball unprotectedpixel2xl 💸💰,6
104531,Thu Nov 30 18:12:58 +0000 2017,@VerizonSupport I had an agreement with you to fix a major issue and after a thousand attempts it was resolved. You forced me to pay the next 2 months only to be completely taken advantage of again! I have never felt so disrespected!!!!,i had an agreement with you to fix a major issue and after a thousand attempts it was resolved. you forced me to pay the next 2 months only to be completely taken advantage of again! i have never felt so disrespected!!!!,3
104519,Thu Nov 30 18:15:18 +0000 2017,@115990 We need fios! Please hurry to our area. No options but Comcast 😭,we need fios! please hurry to our area. no options but comcast 😭,3
104526,Thu Nov 30 18:16:12 +0000 2017,I hate @115725 #fios support Can I just speak to a human? I have 3 broken set top boxes for one room. 10 minutes trouble shooting a box that was already troubleshooted last night. I'm not gonna lie I swore to the automated wench on the phone,i hate fios support can i just speak to a human? i have 3 broken set top boxes for one room. 10 minutes trouble shooting a box that was already troubleshooted last night. i'm not gonna lie i swore to the automated wench on the phone,7
94945,Thu Nov 30 18:38:38 +0000 2017,@VerizonSupport I chatted with rep. I am in!!! Have to wait a week :( Will check to see if anything opens earlier.,i chatted with rep. i am in!!! have to wait a week :( will check to see if anything opens earlier.,10
104544,Thu Nov 30 18:41:19 +0000 2017,@VerizonSupport The first date available :D just seeing if there's a secret way to get an even earlier date,the first date available :d just seeing if there's a secret way to get an even earlier date,6
97899,Thu Nov 30 18:41:26 +0000 2017,@VerizonSupport no i am considering adding it to my FIOS triple play,no i am considering adding it to my fios triple play,3
101335,Thu Nov 30 19:28:50 +0000 2017,@VerizonSupport currently but will reach out on DM at soonest opportunity.  Spoke with rep earlier and she was looking for update from engineer escalation team.  thanks!,currently but will reach out on dm at soonest opportunity. spoke with rep earlier and she was looking for update from engineer escalation team. thanks!,10
73914,Thu Nov 30 21:27:16 +0000 2017,"@VerizonSupport Desktop, dsl from phone line, dry loop","desktop, dsl from phone line, dry loop",7
453629,Thu Nov 30 22:13:35 +0000 2017,@VerizonSupport#THEY SUCK!!!!!!,they suck!!!!!!,10
453638,Thu Nov 30 22:25:50 +0000 2017,Waiting at @115725 is like waiting at the hospital! Bring a book to read or people watch! Im 5th on the list now! 😂😲😨🤔,waiting at is like waiting at the hospital! bring a book to read or people watch! im 5th on the list now! 😂😲😨🤔,1
453623,Thu Nov 30 22:26:03 +0000 2017,@VerizonSupport I'm taking Verizon to court!!!,i'm taking verizon to court!!!,2
453626,Thu Nov 30 22:34:51 +0000 2017,@VerizonSupport HEY!!! I'M STILL WAITING FOR SOMEBODY ON THE LINE!!!,hey!!! i'm still waiting for somebody on the line!!!,11
453632,Thu Nov 30 22:39:54 +0000 2017,@115725 Fios sucks sooo bad!!!! 39 minutes waiting!!!!,fios sucks sooo bad!!!! 39 minutes waiting!!!!,3
214517,Thu Oct 05 00:06:37 +0000 2017,"@VerizonSupport you won't assist. You added money to my bundle. It was lower the first year, why did you up the price? U r. Dishonest","you won't assist. you added money to my bundle. it was lower the first year, why did you up the price? u r. dishonest",10
214510,Thu Oct 05 00:43:28 +0000 2017,"How is it that @VerizonSupport, @117157 cards &amp; @1398 are all experiencing website issues at the exact same time as I try to pay bills?","how is it that , cards are all experiencing website issues at the exact same time as i try to pay bills?",10
214480,Thu Oct 05 00:45:16 +0000 2017,"@117830 concerned w ur service.  after 12+ years, we have a problem &amp; told to fix it we need to pay $99 for a tech visit.  Fios a solution?","concerned w ur service. after 12+ years, we have a problem told to fix it we need to pay $99 for a tech visit. fios a solution?",3
208124,Thu Oct 05 00:49:12 +0000 2017,@VerizonSupport What the hell is going on with your service? This crap keeps happening and it’s too expensive.,what the hell is going on with your service? this crap keeps happening and it’s too expensive.,10
214498,Thu Oct 05 00:54:53 +0000 2017,@VerizonSupport I was told id get double play &amp; custom tv why do i have about 15 channels none of which i discussed and being told i have local package,i was told id get double play custom tv why do i have about 15 channels none of which i discussed and being told i have local package,10
214478,Thu Oct 05 00:55:12 +0000 2017,@VerizonSupport We just had Fios installed for wifi. Stayed with DTV for Sunday ticket.,we just had fios installed for wifi. stayed with dtv for sunday ticket.,6
214484,Thu Oct 05 01:00:18 +0000 2017,@VerizonSupport THERE IS NO VERIZON SUPPORT. CAN'T GET THROUGH ON PHONE BEEN WAITING 35 MINUTES FOR CHAT. ARRRRRGGGGG,there is no verizon support. can't get through on phone been waiting 35 minutes for chat. arrrrrggggg,7
208120,Thu Oct 05 01:01:15 +0000 2017,@VerizonSupport I’m done. It took less than 30 days for crap to start happening. I’m cancelling service.,i’m done. it took less than 30 days for crap to start happening. i’m cancelling service.,10
214475,Thu Oct 05 01:03:18 +0000 2017,@VerizonSupport Need to think about it and see if DTV will fix their problem.  But am considering,need to think about it and see if dtv will fix their problem. but am considering,10
208119,Thu Oct 05 01:05:32 +0000 2017,@VerizonSupport Yea but I’m not spending all day messing with this crap to only have two or three working channels and have to mess with the coaxial.,yea but i’m not spending all day messing with this crap to only have two or three working channels and have to mess with the coaxial.,10
218750,Thu Oct 05 01:08:04 +0000 2017,@115725 Do you know how many times Ive run tests?  It is always the same runaround with no results.,do you know how many times ive run tests? it is always the same runaround with no results.,10
218722,Thu Oct 05 01:11:53 +0000 2017,Why do you have me on hold for 42 + minutes - I was told 5-7 min wtf @VerizonSupport @115722 https://t.co/eVJvxft61k,why do you have me on hold for 42 + minutes - i was told 5-7 min wtf,10
208117,Thu Oct 05 01:12:21 +0000 2017,@VerizonSupport No because I’m still missing certain channels.,no because i’m still missing certain channels.,10
218764,Thu Oct 05 01:27:20 +0000 2017,@168168 @115722 Just one cell phone wifi.,just one cell phone wifi.,7
218721,Thu Oct 05 01:30:56 +0000 2017,@VerizonSupport Thank you @VerizonSupport  we would like to thank Jalen for helping us - he went above and beyond and is a true gentleman.,thank you we would like to thank jalen for helping us - he went above and beyond and is a true gentleman.,10
218755,Thu Oct 05 01:31:17 +0000 2017,@VerizonSupport GIVE JALEN A PROMOTION HES THE ONLY TRUE G THAT HELPED US OUT WITH OUR ISSUE TN,give jalen a promotion hes the only true g that helped us out with our issue tn,3
218759,Thu Oct 05 01:32:01 +0000 2017,@168166 I'm going to Verizon. Ugh!  Bug mistake coming to them. Nothing was wrong with Dish either. They're customer service sucks heavy😠,i'm going to verizon. ugh! bug mistake coming to them. nothing was wrong with dish either. they're customer service sucks heavy😠,8
218746,Thu Oct 05 01:33:00 +0000 2017,@VerizonSupport @115725 I dont have time to waste on this.,i dont have time to waste on this.,10
218744,Thu Oct 05 01:33:11 +0000 2017,Was watching @12335 via FIOS app when it crashed (as it often does). Screen froze on this image. LOL. https://t.co/z5rQsAI54B,was watching via fios app when it crashed (as it often does). screen froze on this image. lol.,3
208111,Thu Oct 05 01:37:25 +0000 2017,"@VerizonSupport Once AGAIN, no fucking help from support. Don’t fuckin tell me to DM you and then spend several minutes asking for bullshit after I gave it","once again, no fucking help from support. don’t fuckin tell me to dm you and then spend several minutes asking for bullshit after i gave it",5
208110,Thu Oct 05 01:48:17 +0000 2017,"@VerizonSupport No, I’m currently on the phone cancelling this bullshit service.","no, i’m currently on the phone cancelling this bullshit service.",7
218738,Thu Oct 05 02:15:19 +0000 2017,"@VerizonSupport Yes, we would supply our own","yes, we would supply our own",4
219793,Thu Oct 05 02:18:45 +0000 2017,If you're thinking of getting Cox- don't. I have been without internet all day. @115722 help me out? #savemefromcox,if you're thinking of getting cox- don't. i have been without internet all day. help me out? savemefromcox,5
219789,Thu Oct 05 02:19:46 +0000 2017,"@VerizonSupport It can't connect to the network, @82272 tech support of no help and try to schedule maintenance call. Not happening- BAD SERVICE!","it can't connect to the network, tech support of no help and try to schedule maintenance call. not happening- bad service!",5
219786,Thu Oct 05 02:24:19 +0000 2017,"@VerizonSupport The connection works fine, first box connects and DVR is broke (told to me by Verizon), second can't connect. BAD SERVICE!","the connection works fine, first box connects and dvr is broke (told to me by verizon), second can't connect. bad service!",2
219773,Thu Oct 05 02:28:16 +0000 2017,"Hey @115722 I'd like to watch the NL wild card game. Totally unwatchable! Unhooked cable at box and wall, reconnected and no change. https://t.co/qtjihfU964","hey i'd like to watch the nl wild card game. totally unwatchable! unhooked cable at box and wall, reconnected and no change.",1
200460,Thu Oct 05 02:28:48 +0000 2017,@VerizonSupport It's happened with all different networks and premium channels,it's happened with all different networks and premium channels,10
219775,Thu Oct 05 02:29:56 +0000 2017,I think I’m leaving @115722 cause the on demand sucks. Any suggestions???,i think i’m leaving cause the on demand sucks. any suggestions???,10
218731,Thu Oct 05 02:30:05 +0000 2017,"@VerizonSupport Ok thank you i’ll probably be switching, comcast gigabit as trash","ok thank you i’ll probably be switching, comcast gigabit as trash",10
219771,Thu Oct 05 02:33:38 +0000 2017,"@VerizonSupport Only one TV in the house, so no.","only one tv in the house, so no.",1
219762,Thu Oct 05 02:37:42 +0000 2017,"@VerizonSupport Do you mean router? If so, how do I do that?","do you mean router? if so, how do i do that?",9
219777,Thu Oct 05 02:38:39 +0000 2017,@VerizonSupport No! Only one location for set top box. Why keep this service? NO HELP!,no! only one location for set top box. why keep this service? no help!,5
219759,Thu Oct 05 02:38:48 +0000 2017,Absolutely done with @115725,absolutely done with,10
219753,Thu Oct 05 02:40:16 +0000 2017,@115725 I don't think twitter provides enough characters for all that I have to say.,i don't think twitter provides enough characters for all that i have to say.,10
