case_id,customer_tweet_id,customer_created_at,customer_text,support_tweet_id,support_created_at,historical_verizon_reply,prelabel_intent,prelabel_confidence,intent_label,intent_confidence,should_escalate,escalation_reason,expected_resolution,review_notes
VZ-186,537082,Sat Dec 02 13:37:48 +0000 2017,"Dropping @115955 / #TimeWarner today for @115722 - already 10x better customer service and a cheaper monthly payment! $5 to speak to a manager?! Come on, #Spectrum.. https://t.co/TuAVc1sIHf",537080,Sat Dec 02 13:42:53 +0000 2017,@244491 Welcome to the Fios Family! Let us know if you need anything. ^KMG,I07,4,,,,,,
VZ-187,2731899,Mon Nov 20 15:27:53 +0000 2017,Very disappointed that Univision isn’t available on @115722 I missed the latin awards #pissed #imnothappy,2731898,Mon Nov 20 15:31:00 +0000 2017,@765814 That channel should be back now. Can you check to see if it's on your tv? ^BCW,I06,4,,,,,,
VZ-188,1791896,Thu Oct 12 23:45:58 +0000 2017,"@115722 is finally coming to the neighborhood. Peace out @115900 your terrible, overpriced service won't be missed",1791895,Thu Oct 12 23:48:15 +0000 2017,@538216 We're just as excited. We have many different bundles fit for your liking. Use this link to check them out. ^DDG https://t.co/TH2xoNLkEK,I07,4,,,,,,
VZ-189,719597,Wed Oct 11 01:41:30 +0000 2017,"@VerizonSupport I am currently on my university campus, but this has happened to me multiple times on my home network in the past.",719598,Wed Oct 11 01:47:00 +0000 2017,@292225 Are you able to reboot the router? ^NHP,I06,4,,,,,,
VZ-190,1933579,Sat Oct 28 23:49:27 +0000 2017,@115725 @VerizonSupport my elderly parents don’t have cell phones and landline out again. Impossible to find a number to report the issue,1933577,Sun Oct 29 00:01:00 +0000 2017,"@575366 Sorry to hear about the trouble, you can use 1-800-VERIZON (1-800-837-4966). We'd like to assist. Are you authorized on their account? ^JRA",I05,6,,,,,,
VZ-191,217061,Wed Oct 04 17:22:22 +0000 2017,@115722 massively dissatisfied with your Customer Service. Called to see what time technician would arrive for 'guaranteed appointment',217060,Wed Oct 04 17:24:29 +0000 2017,@167714 We don't want to disappoint you. Was this for an installation? ^DDD,I08,12,,,,,,
VZ-192,201075,Wed Oct 04 05:16:02 +0000 2017,"@VerizonSupport It's not, only the LAN light is on",201073,Wed Oct 04 05:20:53 +0000 2017,"@163472 Understood, have you tried to sign in with your credentials to check for outages at https://t.co/5kcCXz7NKK ^JRA",I12,0,,,,,,
VZ-193,2648845,Sun Nov 19 02:45:02 +0000 2017,@116136 buffering buffering buffering buffering buffering buffering buffering trying to watch @116602 and all I get is buffering buffering buffering buffering buffering buffering buffering buffering. Hey @115725 you looking for a new customer? Any promos? #myinternetsucks,2648844,Sun Nov 19 02:45:58 +0000 2017,"@747214 Hi Mike, Use this link to check out Fios TV plans and channels https://t.co/1eR2Ff4SXm ^FEM",I02,3,,,,,,
VZ-194,1514785,Tue Oct 17 00:03:43 +0000 2017,@115722 They will be when I get a hold of a manager,1514822,Tue Oct 17 00:06:00 +0000 2017,@236751 We'll be glad to clarify this. Please follow and DM us at your convenience. ^DDD,I12,0,,,,,,
VZ-195,1614766,Sun Nov 05 13:09:18 +0000 2017,Can’t wait to go home. This @115725 Fios is horrible! Going home to my @116136 with all channels,1614765,Sun Nov 05 13:13:26 +0000 2017,@495308 We can help right here. What seems to be going on with your services? ^BCW,I04,6,,,,,,
VZ-196,2780117,Tue Nov 21 15:54:36 +0000 2017,"@VerizonSupport Im very disappointed by the lack of communication and customer service that I’ve received. After paying off my phone, instead of getting the upgrade I was promised, I was denied because my family plan reached a“credit limit”that was never previously discussed.",2780116,Tue Nov 21 15:59:52 +0000 2017,@776505 Let me partner you with our Verizon Wireless team @115990. ^CAR,I07,4,,,,,,
VZ-197,2624694,Mon Oct 30 22:47:11 +0000 2017,When you get @115722 set up and the same day it stops working... #verizonoutage or just shitty service?,2624692,Mon Oct 30 22:53:00 +0000 2017,@741436 Oh No! Allow us to help fix this. Are all of your services currently down? ^HSB,I01,4,,,,,,
VZ-198,2307441,Thu Oct 19 21:25:01 +0000 2017,"@115725 For the last 24hrs I haven't been able to sign into my acct. on line, are you having any problems?",2307439,Thu Oct 19 21:26:30 +0000 2017,@347500 We're here for you! Is this for a Fios or Wireless (mobile) account? ^DDD,I06,4,,,,,,
VZ-199,1093981,Mon Oct 23 20:56:28 +0000 2017,"@VerizonSupport Yes, they didn't help me.",1093983,Mon Oct 23 21:02:31 +0000 2017,@349000 Did our agent advise he was referring it to our billing specialists? ^DDD,I12,0,,,,,,
VZ-200,1427568,Fri Nov 03 20:46:58 +0000 2017,"@VerizonSupport As it was Verizon’s error, I was simply trying to confirm that there’s nothing reported to the credit bureaus.",1427567,Fri Nov 03 20:51:30 +0000 2017,@451615 Issues of this nature need to be handled by customer Financial. They are only available by phone. @ 800.698.3545 ^ACM,I07,4,,,,,,
